"","speaker_role","target_child_age","utterance_type","freq_total"
"3437","Father",2710.9375,"trail off",46
"3438","Father",2711.9375,"declarative",178
"3439","Father",2711.9375,"imperative_emphatic",6
"3440","Father",2711.9375,"interruption",7
"3441","Father",2711.9375,"question",145
"3442","Father",2711.9375,"trail off",11
"3443","Father",2736.9375,"declarative",7
"3444","Father",2736.9375,"imperative_emphatic",4
"3445","Father",2736.9375,"question",17
"3446","Father",2741.375,"declarative",30
"3447","Father",2765.375,"declarative",123
"3448","Father",2765.375,"imperative_emphatic",4
"3449","Father",2765.375,"interruption",6
"3450","Father",2765.375,"question",17
"3451","Father",2770.8125,"declarative",984
"3452","Father",2770.8125,"imperative_emphatic",33
"3453","Father",2770.8125,"interruption",17
"3454","Father",2770.8125,"question",325
"3455","Father",2770.8125,"self interruption",6
"3456","Father",2770.8125,"trail off",55
"3457","Father",2771.8125,"declarative",1252
"3458","Father",2771.8125,"imperative_emphatic",10
"3459","Father",2771.8125,"interruption",42
"3460","Father",2771.8125,"interruption question",10
"3461","Father",2771.8125,"question",502
"3462","Father",2771.8125,"quotation next line",124
"3463","Father",2771.8125,"quotation precedes",3
"3464","Father",2771.8125,"self interruption",79
"3465","Father",2771.8125,"self interruption question",10
"3466","Father",2771.8125,"trail off",47
"3467","Father",2771.8125,"trail off question",6
"3468","Father",2781.8125,"declarative",877
"3469","Father",2781.8125,"imperative_emphatic",5
"3470","Father",2781.8125,"interruption",7
"3471","Father",2781.8125,"interruption question",8
"3472","Father",2781.8125,"question",384
"3473","Father",2781.8125,"quotation next line",86
"3474","Father",2781.8125,"self interruption",22
"3475","Father",2781.8125,"trail off",22
"3476","Father",2781.8125,"trail off question",11
"3477","Father",2791.8125,"declarative",1693
"3478","Father",2791.8125,"imperative_emphatic",84
"3479","Father",2791.8125,"interruption",22
"3480","Father",2791.8125,"interruption question",7
"3481","Father",2791.8125,"question",642
"3482","Father",2791.8125,"quotation next line",47
"3483","Father",2791.8125,"self interruption",20
"3484","Father",2791.8125,"trail off",48
"3485","Father",2791.8125,"trail off question",4
"3486","Father",2802.25,"declarative",625
"3487","Father",2802.25,"imperative_emphatic",4
"3488","Father",2802.25,"interruption",3
"3489","Father",2802.25,"interruption question",7
"3490","Father",2802.25,"question",315
"3491","Father",2802.25,"quotation next line",125
"3492","Father",2802.25,"self interruption",6
"3493","Father",2802.25,"self interruption question",6
"3494","Father",2802.25,"trail off",9
"3495","Father",2802.25,"trail off question",3
"3496","Father",3256.375,"declarative",35
"3497","Father",3256.375,"question",15
"3498","Father",3354.125,"declarative",105
"3499","Father",3354.125,"imperative_emphatic",5
"3500","Father",3354.125,"question",24
"3501","Father",3355.125,"imperative_emphatic",1
"3502","Father",3413,"declarative",126
"3503","Father",3413,"question",2
"3504","Father",3413,"trail off",9
"3505","Father",3431,"declarative",508
"3506","Father",3431,"imperative_emphatic",22
"3507","Father",3431,"interruption",17
"3508","Father",3431,"question",309
"3509","Father",3431,"self interruption",11
"3510","Father",3431,"trail off",35
"3511","Father",3441.4375,"declarative",372
"3512","Father",3441.4375,"imperative_emphatic",6
"3513","Father",3441.4375,"interruption",14
"3514","Father",3441.4375,"question",120
"3515","Father",3441.4375,"trail off",21
"3516","Father",3495.875,"declarative",598
"3517","Father",3495.875,"imperative_emphatic",24
"3518","Father",3495.875,"interruption",27
"3519","Father",3495.875,"question",468
"3520","Father",3495.875,"self interruption",2
"3521","Father",3495.875,"trail off",7
"3522","Father",3536.75,"declarative",9
"3523","Father",3536.75,"question",5
"3524","Father",3537.75,"declarative",218
"3525","Father",3537.75,"question",61
"3526","Father",3537.75,"self interruption",3
"3527","Father",3574.1875,"declarative",304
"3528","Father",3574.1875,"imperative_emphatic",12
"3529","Father",3574.1875,"interruption",12
"3530","Father",3574.1875,"question",226
"3531","Father",3574.1875,"self interruption",7
"3532","Father",3574.1875,"trail off",44
"3533","Father",3591.1875,"declarative",113
"3534","Father",3591.1875,"imperative_emphatic",1
"3535","Father",3591.1875,"interruption",24
"3536","Father",3591.1875,"question",134
"3537","Father",3591.1875,"trail off",28
"3538","Father",3676.5,"declarative",43
"3539","Father",3676.5,"question",4
"3540","Father",3680.5,"declarative",7
"3541","Father",3680.5,"question",4
"3542","Father",3698.9375,"declarative",258
"3543","Father",3698.9375,"interruption",8
"3544","Father",3698.9375,"question",35
"3545","Father",3698.9375,"trail off",5
"3546","Father",3719.375,"declarative",180
"3547","Father",3719.375,"imperative_emphatic",1
"3548","Father",3719.375,"interruption",1
"3549","Father",3719.375,"question",85
"3550","Father",3719.375,"self interruption",2
"3551","Father",3719.375,"trail off",7
"3552","Father",3770.8125,"declarative",665
"3553","Father",3770.8125,"imperative_emphatic",15
"3554","Father",3770.8125,"interruption",6
"3555","Father",3770.8125,"question",212
"3556","Father",3770.8125,"trail off",23
"3557","Father",3771.8125,"declarative",203
"3558","Father",3771.8125,"question",78
"3559","Father",3771.8125,"trail off",25
"3560","Father",3815.6875,"declarative",18
"3561","Father",3815.6875,"question",15
"3562","Father",3858.125,"declarative",83
"3563","Father",3858.125,"imperative_emphatic",2
"3564","Father",3858.125,"question",51
"3565","Father",3858.125,"trail off",14
"3566","Father",3972.875,"declarative",62
"3567","Father",3972.875,"question",36
"3568","Father",4062.1875,"declarative",333
"3569","Father",4062.1875,"imperative_emphatic",7
"3570","Father",4062.1875,"question",258
"3571","Father",4062.1875,"trail off",43
"3572","Father",NA,"declarative",80148
"3573","Father",NA,"imperative_emphatic",1811
"3574","Father",NA,"interruption",2725
"3575","Father",NA,"interruption question",5
"3576","Father",NA,"missing CA terminator",82
"3577","Father",NA,"question",48648
"3578","Father",NA,"quotation next line",1601
"3579","Father",NA,"self interruption",3
"3580","Father",NA,"trail off",1530
"3581","Mother",91.3125,"declarative",673
"3582","Mother",91.3125,"trail off",2
"3583","Mother",182.1875,"declarative",1286
"3584","Mother",182.1875,"imperative_emphatic",450
"3585","Mother",182.1875,"interruption",38
"3586","Mother",182.1875,"question",671
"3587","Mother",182.1875,"self interruption",19
"3588","Mother",182.1875,"trail off",9
"3589","Mother",182.625,"declarative",7527
"3590","Mother",182.625,"question",4
"3591","Mother",182.625,"trail off",8
"3592","Mother",193.625,"declarative",307
"3593","Mother",193.625,"imperative_emphatic",101
"3594","Mother",193.625,"interruption",3
"3595","Mother",193.625,"question",248
"3596","Mother",193.625,"self interruption",3
"3597","Mother",193.625,"trail off",4
"3598","Mother",197.625,"declarative",1809
"3599","Mother",197.625,"imperative_emphatic",47
"3600","Mother",197.625,"interruption",2
"3601","Mother",197.625,"question",650
"3602","Mother",197.625,"self interruption",34
"3603","Mother",197.625,"self interruption question",10
"3604","Mother",205.625,"declarative",1749
"3605","Mother",205.625,"imperative_emphatic",27
"3606","Mother",205.625,"interruption",17
"3607","Mother",205.625,"question",694
"3608","Mother",205.625,"self interruption",15
"3609","Mother",205.625,"self interruption question",2
"3610","Mother",211.625,"declarative",1455
"3611","Mother",211.625,"imperative_emphatic",21
"3612","Mother",211.625,"interruption",10
"3613","Mother",211.625,"question",464
"3614","Mother",211.625,"self interruption",21
"3615","Mother",211.625,"trail off",20
"3616","Mother",216.0625,"declarative",1541
"3617","Mother",216.0625,"imperative_emphatic",723
"3618","Mother",216.0625,"interruption",56
"3619","Mother",216.0625,"interruption question",6
"3620","Mother",216.0625,"question",1125
"3621","Mother",216.0625,"self interruption",25
"3622","Mother",216.0625,"trail off",3
"3623","Mother",221.0625,"declarative",1134
"3624","Mother",221.0625,"imperative_emphatic",11
"3625","Mother",221.0625,"interruption",13
"3626","Mother",221.0625,"interruption question",4
"3627","Mother",221.0625,"question",315
"3628","Mother",221.0625,"self interruption",16
"3629","Mother",221.0625,"trail off",15
"3630","Mother",225.0625,"declarative",1123
"3631","Mother",225.0625,"imperative_emphatic",35
"3632","Mother",225.0625,"interruption",12
"3633","Mother",225.0625,"question",296
"3634","Mother",230.0625,"declarative",2206
"3635","Mother",230.0625,"imperative_emphatic",728
"3636","Mother",230.0625,"interruption",40
"3637","Mother",230.0625,"interruption question",1
"3638","Mother",230.0625,"question",1339
"3639","Mother",230.0625,"self interruption",25
"3640","Mother",230.0625,"trail off",8
"3641","Mother",232.0625,"declarative",1826
"3642","Mother",232.0625,"imperative_emphatic",40
"3643","Mother",232.0625,"interruption",14
"3644","Mother",232.0625,"question",497
"3645","Mother",232.0625,"self interruption",13
"3646","Mother",232.0625,"trail off",34
"3647","Mother",239.0625,"declarative",2252
"3648","Mother",239.0625,"imperative_emphatic",64
"3649","Mother",239.0625,"interruption",14
"3650","Mother",239.0625,"question",837
"3651","Mother",239.0625,"self interruption",20
"3652","Mother",239.0625,"trail off",16
"3653","Mother",244.5,"declarative",4003
"3654","Mother",244.5,"imperative_emphatic",137
"3655","Mother",244.5,"interruption",25
"3656","Mother",244.5,"interruption question",4
"3657","Mother",244.5,"question",1845
"3658","Mother",244.5,"self interruption",60
"3659","Mother",248.5,"declarative",1072
"3660","Mother",248.5,"imperative_emphatic",13
"3661","Mother",248.5,"interruption",3
"3662","Mother",248.5,"question",277
"3663","Mother",248.5,"self interruption",14
"3664","Mother",248.5,"trail off",26
"3665","Mother",252.5,"declarative",2085
"3666","Mother",252.5,"imperative_emphatic",51
"3667","Mother",252.5,"interruption",5
"3668","Mother",252.5,"question",683
"3669","Mother",252.5,"self interruption",11
"3670","Mother",252.5,"trail off",13
"3671","Mother",260.5,"declarative",2638
"3672","Mother",260.5,"imperative_emphatic",657
"3673","Mother",260.5,"interruption",18
"3674","Mother",260.5,"interruption question",4
"3675","Mother",260.5,"question",1700
"3676","Mother",260.5,"quotation next line",2
"3677","Mother",260.5,"self interruption",7
"3678","Mother",260.5,"self interruption question",11
"3679","Mother",260.5,"trail off",6
"3680","Mother",261.5,"declarative",723
"3681","Mother",261.5,"imperative_emphatic",43
"3682","Mother",261.5,"question",307
"3683","Mother",261.5,"self interruption",1
"3684","Mother",261.5,"trail off",16
"3685","Mother",266.5,"declarative",2230
"3686","Mother",266.5,"imperative_emphatic",188
"3687","Mother",266.5,"interruption",5
"3688","Mother",266.5,"question",787
"3689","Mother",266.5,"self interruption",3
"3690","Mother",266.5,"self interruption question",3
"3691","Mother",266.5,"trail off",54
"3692","Mother",272.5,"declarative",2080
"3693","Mother",272.5,"imperative_emphatic",234
"3694","Mother",272.5,"interruption",23
"3695","Mother",272.5,"interruption question",25
"3696","Mother",272.5,"question",1285
"3697","Mother",272.5,"quotation next line",3
"3698","Mother",272.5,"self interruption",30
"3699","Mother",272.5,"self interruption question",7
"3700","Mother",272.5,"trail off",20
"3701","Mother",273.9375,"declarative",12707
"3702","Mother",273.9375,"imperative_emphatic",627
"3703","Mother",273.9375,"interruption",6
"3704","Mother",273.9375,"question",6607
"3705","Mother",273.9375,"quotation next line",1
"3706","Mother",273.9375,"self interruption",88
"3707","Mother",273.9375,"trail off",58
"3708","Mother",274.9375,"declarative",3239
"3709","Mother",274.9375,"imperative_emphatic",25
"3710","Mother",274.9375,"interruption",57
"3711","Mother",274.9375,"interruption question",22
"3712","Mother",274.9375,"question",1370
"3713","Mother",274.9375,"quotation next line",3
"3714","Mother",274.9375,"self interruption",27
"3715","Mother",274.9375,"trail off",115
"3716","Mother",274.9375,"trail off question",11
"3717","Mother",282.9375,"declarative",1277
"3718","Mother",282.9375,"imperative_emphatic",133
"3719","Mother",282.9375,"interruption",3
"3720","Mother",282.9375,"question",528
"3721","Mother",282.9375,"self interruption",19
"3722","Mother",282.9375,"self interruption question",4
"3723","Mother",288.9375,"declarative",5621
"3724","Mother",288.9375,"imperative_emphatic",29
"3725","Mother",288.9375,"interruption",100
"3726","Mother",288.9375,"question",2932
"3727","Mother",288.9375,"self interruption",38
"3728","Mother",288.9375,"trail off",79
"3729","Mother",298.9375,"declarative",3067
"3730","Mother",298.9375,"interruption",39
"3731","Mother",298.9375,"question",1659
"3732","Mother",298.9375,"self interruption",7
"3733","Mother",298.9375,"self interruption question",2
"3734","Mother",298.9375,"trail off",23
"3735","Mother",298.9375,"trail off question",4
"3736","Mother",315.375,"declarative",1585
"3737","Mother",315.375,"imperative_emphatic",4
"3738","Mother",315.375,"interruption",1
"3739","Mother",315.375,"question",583
"3740","Mother",315.375,"self interruption",4
"3741","Mother",315.375,"trail off",43
"3742","Mother",334.8125,"declarative",1545
"3743","Mother",334.8125,"imperative_emphatic",18
"3744","Mother",334.8125,"question",822
"3745","Mother",338.8125,"declarative",1500
"3746","Mother",338.8125,"imperative_emphatic",66
"3747","Mother",338.8125,"question",660
"3748","Mother",338.8125,"trail off",16
"3749","Mother",355.8125,"declarative",2330
"3750","Mother",355.8125,"imperative_emphatic",244
"3751","Mother",355.8125,"question",1150
"3752","Mother",355.8125,"self interruption question",21
"3753","Mother",355.8125,"trail off",8
"3754","Mother",355.8125,"trail off question",11
"3755","Mother",360.8125,"declarative",2476
"3756","Mother",360.8125,"imperative_emphatic",25
"3757","Mother",360.8125,"question",845
"3758","Mother",360.8125,"self interruption",58
"3759","Mother",360.8125,"self interruption question",6
"3760","Mother",360.8125,"trail off",86
"3761","Mother",365.25,"declarative",21273
"3762","Mother",365.25,"imperative_emphatic",251
"3763","Mother",365.25,"interruption",44
"3764","Mother",365.25,"question",5864
"3765","Mother",365.25,"self interruption",37
"3766","Mother",365.25,"trail off",83
"3767","Mother",371.25,"declarative",2302
"3768","Mother",371.25,"imperative_emphatic",130
"3769","Mother",371.25,"question",1015
